Brand,Price,Mileage,Model
Mercedes-Benz,119000,27,S 350
Mitsubishi,40800,0,Pajero Sport
Renault,10700,265,Trafic
Volkswagen,69990,1,Multivan
Volkswagen,12500,128,Passat B6
Audi,15000,154,A6
Mitsubishi,6300,126,Lancer
Renault,13500,10,Megane
Volkswagen,17800,210,Touareg
Volkswagen,10000,71,Caddy
Volkswagen,10800,146,Caddy
Mercedes-Benz,10900,360,S 500
Volkswagen,15000,69,Touran
Volkswagen,9850,110,Passat B6
Mitsubishi,8500,320,Pajero Sport
Volkswagen,14900,170,Passat B7
Mitsubishi,11500,72,Lancer Evolution
Audi,8500,247,A6
Mitsubishi,12900,40,Lancer Evolution
Mitsubishi,30500,72,Lancer Evolution
Mercedes-Benz,43500,51,E-Class
BMW,30500,73,520
Mercedes-Benz,1650,257,CL 180
Renault,9300,184,Megane
Mercedes-Benz,30500,89,CLS 63 AMG
Mercedes-Benz,16300,175,Vito
Renault,5750,225,Scenic
Mercedes-Benz,54500,29,CLS 350
Mercedes-Benz,11500,209,Vito
Mercedes-Benz,53500,46,G 500
Renault,11300,183,Trafic
Volkswagen,13900,156,T6 (Transporter) 
Audi,14300,175,A6
Volkswagen,7500,280,Caddy
Volkswagen,55555,63,Multivan
Volkswagen,6999,195,Golf V
Mitsubishi,11499,98,Grandis
BMW,2850,214,318
Renault,7150,118,Kangoo
Audi,25900,104,A6
Toyota,12500,75,Yaris
Mercedes-Benz,6200,196,Vito
Toyota,28700,92,Highlander
Volkswagen,6000,419,T4 (Transporter)
Audi,44800,100,Q7
BMW,37000,186,X6
Audi,8000,234,A6
Volkswagen,21500,1,Jetta
BMW,4700,200,525
Mitsubishi,15500,102,Outlander XL
Renault,7900,149,Kangoo
Toyota,32000,22,Camry
BMW,26999,180,X5
Toyota,7500,196,Corolla Verso
Mercedes-Benz,10999,191,Vito
Mitsubishi,7300,121,Lancer
Mercedes-Benz,8000,280,Vito
Mitsubishi,17555,115,Pajero Wagon
Volkswagen,38000,189,Touareg
BMW,15400,179,520
Volkswagen,10200,137,Caddy
Mercedes-Benz,7900,234,Vito
Mitsubishi,6700,161,Lancer
Mercedes-Benz,30000,176,E-Class
Volkswagen,11000,210,Touran
Mercedes-Benz,38500,56,CLA-Class
Mercedes-Benz,7600,280,Vito
Volkswagen,8900,90,Golf V
Toyota,23400,120,Land Cruiser Prado
Audi,37000,37,A6
Renault,5600,151,Kangoo
Volkswagen,18900,75,Passat B7
Mercedes-Benz,15900,219,E-Class
Mercedes-Benz,15200,170,E-Class
Volkswagen,20700,74,Passat B7
BMW,8200,210,735
Mitsubishi,5400,300,Space Star
Mitsubishi,11700,82,Lancer X
Mitsubishi,12000,121,Galant
Volkswagen,8100,198,Jetta
BMW,19999,290,750
Audi,32000,103,A6
Volkswagen,6200,340,Sharan
BMW,1500,270,525
Volkswagen,17900,119,T6 (Transporter)
Mercedes-Benz,42500,140,S 500
BMW,4000,335,320
Mitsubishi,13200,124,Pajero Sport
Mercedes-Benz,24990,85,S 500
BMW,45200,68,X5
Toyota,18400,160,Land Cruiser 100
Volkswagen,9500,212,T5 (Transporter)
Audi,25500,140,A6
Volkswagen,14999,200,Touareg
Volkswagen,10200,153,T5 (Transporter)
Mitsubishi,7900,238,Lancer X
BMW,52222,3,4 Series Gran Coupe
Mitsubishi,9000,110,Lancer X
Audi,4200,215,A6
Toyota,39500,100,Land Cruiser 200
BMW,9000,245,730
Mercedes-Benz,23900,96,S 350
Mercedes-Benz,55000,128,ML 350
Mercedes-Benz,11700,246,S 500
Mitsubishi,40990,0,Pajero Sport
BMW,42000,71,535
Renault,12100,138,Koleos
Toyota,11400,118,Corolla
Audi,7000,320,A4
BMW,3500,1,120
Mitsubishi,23800,45,Pajero Sport
Mercedes-Benz,9500,220,Vito
BMW,37500,55,428
Renault,6000,1,Trafic
Mercedes-Benz,71999,0,GLE-Class
Mercedes-Benz,10150,190,Vito
Audi,8300,186,A6
BMW,2600,270,320
Mercedes-Benz,3500,250,E-Class
Mercedes-Benz,29900,86,GLK 300
Volkswagen,19999,107,Passat B7
Volkswagen,6000,180,Caddy
Mercedes-Benz,10900,360,Vito
Volkswagen,9999,165,Caddy
Volkswagen,12400,145,Passat B6
Audi,3500,354,A6
BMW,20900,230,X5
Audi,4150,220,A8
Volkswagen,4100,345,Sharan
Mercedes-Benz,28500,86,S 500
Toyota,18900,90,Rav 4
Mercedes-Benz,12500,167,Vito
Renault,2700,160,Megane
Audi,10200,120,A4
BMW,6900,238,535
Mitsubishi,13200,79,Outlander
Mercedes-Benz,124999,0,GLS 350
BMW,4100,200,525
Mercedes-Benz,3200,229,E-Class
Toyota,13699,160,Rav 4
Mitsubishi,5700,176,Lancer
Mercedes-Benz,6500,215,Vito
Volkswagen,44000,150,Touareg
BMW,37000,130,535
BMW,29500,189,X5
Mercedes-Benz,99000,5,Viano
Volkswagen,4900,350,Bora
Renault,5950,277,Megane
Mercedes-Benz,18300,155,C-Class
Mercedes-Benz,4700,280,E-Class
Toyota,37500,115,Land Cruiser 200
Volkswagen,15000,230,T5 (Transporter)
Mercedes-Benz,6900,350,E-Class
Mercedes-Benz,8300,230,Vito
Renault,3600,199,Kangoo
Audi,2500,280,A6
Volkswagen,40500,37,Touareg
Mercedes-Benz,85000,3,V 250
Audi,4800,341,100
Mercedes-Benz,9500,180,E-Class
Toyota,12700,160,Camry
Volkswagen,10799,128,Caddy
Audi,27300,150,Q7
Toyota,21999,65,Camry
Mercedes-Benz,14500,300,Sprinter 313
Audi,12500,146,A4
Renault,7200,123,Kangoo
Mitsubishi,8200,160,Lancer X
Volkswagen,13200,150,Touran
Audi,22500,124,A8
BMW,4000,230,320
Toyota,11300,260,Camry
Toyota,9300,185,Corolla
Mitsubishi,20000,135,Pajero Sport
Volkswagen,17000,184,Passat B6
BMW,56500,45,X6
BMW,8700,355,730
BMW,4600,340,520
Mercedes-Benz,35000,154,GL 320
Volkswagen,6900,256,Passat B5
Volkswagen,4200,210,Touran
Mitsubishi,22500,57,L 200
Volkswagen,4500,380,Caddy
Volkswagen,4800,90,Golf III
Volkswagen,10900,136,Passat B6
Volkswagen,9900,178,T5 (Transporter)
Mercedes-Benz,11900,110,C-Class
Mercedes-Benz,5200,370,E-Class
Volkswagen,17400,73,Passat B7
Renault,6799,140,Kangoo
Mercedes-Benz,2300,300,E-Class
Mercedes-Benz,32800,109,ML 350
Volkswagen,4999,145,Jetta
Volkswagen,10900,185,Golf VI
Mercedes-Benz,34999,85,CL 55 AMG
Volkswagen,4100,160,Pointer
Toyota,9000,232,Camry
Toyota,18900,161,Land Cruiser Prado
Volkswagen,16500,123,Passat B6
Toyota,14474,115,Rav 4
BMW,3999,250,530
Audi,5000,370,100
Toyota,9200,250,Camry
Volkswagen,6000,250,Passat B4
Volkswagen,13300,133,Passat B6
Renault,17639.47,0,Captur
BMW,27500,100,520
BMW,13200,150,520
Audi,35500,130,Q7
Toyota,41900,89,Land Cruiser 200
Renault,10500,93,Duster
Mercedes-Benz,9999,250,E-Class
Mercedes-Benz,24800,160,S 320
Mercedes-Benz,3300,330,190
Mitsubishi,6900,122,Lancer
Renault,7300,212,Kangoo
Mitsubishi,11500,142,Outlander
Toyota,36800,77,Land Cruiser Prado
Mercedes-Benz,19600,127,B 180
Mitsubishi,8300,161,Outlander
Mercedes-Benz,13200,260,Sprinter 213
Mercedes-Benz,28900,78,E-Class
BMW,6900,280,320
Renault,7600,97,Megane
BMW,27500,170,520
BMW,30000,78,M5
Volkswagen,7700,180,Passat B5
Mercedes-Benz,11300,220,E-Class
Toyota,12200,157,Camry
Mercedes-Benz,50900,85,ML 350
Mercedes-Benz,33900,100,CL 500
Renault,11900,143,Trafic
Mitsubishi,7400,189,Lancer
BMW,10800,288,745
Toyota,22700,128,Land Cruiser Prado
Mercedes-Benz,15000,67,E-Class
Renault,8300,168,Laguna
Renault,8499,120,Kangoo
Volkswagen,8950,140,Polo
Volkswagen,7500,272,Passat B5
Volkswagen,6650,223,Caddy
Audi,6500,365,A8
Volkswagen,8700,158,T5 (Transporter)
Volkswagen,12000,152,Passat B6
Audi,16800,47,A3
Toyota,24000,16,Camry
Volkswagen,20900,82,Passat B7
Volkswagen,17500,76,Passat B7
Mercedes-Benz,38200,39,C-Class
Mercedes-Benz,5400,300,E-Class
Volkswagen,17800,180,Touareg
BMW,13000,90,M5
Volkswagen,10950,177,Caddy
Mercedes-Benz,3800,250,ML 320
Mitsubishi,7300,137,Lancer
Mercedes-Benz,19900,52,SLK 200
Mercedes-Benz,7300,380,E-Class
Audi,9800,253,A6
Renault,6450,186,Kangoo
Volkswagen,28500,38,Tiguan
Renault,10600,220,Trafic
Volkswagen,11900,144,Jetta
Toyota,7900,170,Camry
Mercedes-Benz,43900,89,ML 350
Volkswagen,8800,145,Caddy
Volkswagen,8400,230,Passat B5
Volkswagen,25200,78,Tiguan
Renault,12499,78,Trafic
Volkswagen,8900,167,Caddy
Volkswagen,15900,1,T6 (Transporter) 
BMW,20000,230,760
BMW,69999,0,X5
Volkswagen,10000,98,Polo
Renault,12179,95,Megane
Toyota,20900,69,Land Cruiser Prado
BMW,7400,277,535
Audi,18300,125,A6
BMW,2500,242,530
Audi,52999,112,Q7
Audi,1750,330,A4
Renault,6000,225,Megane
BMW,40000,48,X6
Mercedes-Benz,103333,0,GLE-Class
Mercedes-Benz,14800,218,S 320
Mercedes-Benz,12900,130,B 200
Volkswagen,21900,136,Touareg
BMW,5300,204,318
Mitsubishi,1599,156,Galant
BMW,2300,189,318
Renault,7200,69,Symbol
BMW,104999,2,X5
Mitsubishi,11300,209,Pajero Wagon
Toyota,12800,123,Camry
Audi,46000,170,A8
BMW,2500,290,320
Volkswagen,22500,200,Scirocco
Toyota,36700,43,Land Cruiser Prado
BMW,25500,130,X5
Volkswagen,9300,220,T4 (Transporter)
Mercedes-Benz,11299,1,Vito
Toyota,12900,37,Auris
Toyota,23600,105,Camry
Toyota,21900,110,FJ Cruiser
Renault,4350,198,Kangoo
Audi,3100,210,A6
BMW,7400,290,330
Volkswagen,10999,95,Caddy
Mitsubishi,18700,52,Outlander XL
Mercedes-Benz,18200,103,C-Class
Mercedes-Benz,12500,230,E-Class
Mercedes-Benz,12900,150,B 180
Volkswagen,12500,161,Passat B6
Toyota,25500,58,Camry
Volkswagen,55555,50,Multivan
BMW,12799,181,520
Volkswagen,6300,213,Touareg
Volkswagen,8800,168,Polo
Volkswagen,30000,135,Multivan
Volkswagen,15880,139,Passat B7
Audi,8150,162,A4
Renault,3400,77,Laguna
Toyota,13000,42,Auris
Volkswagen,51900,30,Touareg
Toyota,37700,62,Land Cruiser Prado
BMW,11700,270,530
Mercedes-Benz,62999,0,GLC-Class
Renault,13321.33,0,Sandero StepWay
BMW,115800,4,X5 M
Mercedes-Benz,27300,185,GL 320
Toyota,64000,128,Land Cruiser 200
BMW,129222,2,750
Mitsubishi,11900,129,Pajero Sport
BMW,47500,0,320
BMW,12800,140,520
Mercedes-Benz,3900,375,190
Volkswagen,12650,11,Up
Volkswagen,5600,235,Golf IV
Mercedes-Benz,19600,127,B 180
Toyota,28900,15,Camry
Volkswagen,10900,273,Passat B6
Volkswagen,11500,169,Passat B6
Mitsubishi,9950,275,Pajero Wagon
Mercedes-Benz,23800,195,E-Class
Renault,8750,46,Logan
Toyota,19900,28,Corolla
Audi,6000,226,A4
Volkswagen,12900,136,Passat B6
BMW,8999,221,745
Volkswagen,8700,244,T4 (Transporter)
Toyota,19800,44,Rav 4
Volkswagen,9000,51,Polo
Volkswagen,21000,58,Passat B7
Audi,2100,275,A4
Mercedes-Benz,5000,400,Vito
Toyota,9500,90,Corolla
Volkswagen,34500,167,Multivan
Toyota,9800,98,Auris
Audi,10399,293,A4
Mercedes-Benz,42000,38,CLA 220
Audi,14500,60,A1
Toyota,13621.43,0,Corolla
BMW,3300,250,530
Volkswagen,34899.14,0,Passat B8
Mercedes-Benz,4500,180,Vito
Volkswagen,1800,280,Golf III
Mitsubishi,12999,140,Outlander XL
Volkswagen,8800,240,T5 (Transporter)
Audi,22000,152,Q7
Toyota,35555,40,Highlander
Volkswagen,2600,330,Passat B5
Volkswagen,11818.95,1,Polo
Renault,8000,207,Trafic
Audi,52055.25,0,Q5
Audi,5300,182,A4
Renault,1800,123,Kangoo
Volkswagen,8500,216,Caddy
Mercedes-Benz,99999,30,G 500
Toyota,23000,233,Land Cruiser Prado
Audi,11900,131,A4
Mercedes-Benz,6999,200,C-Class
Toyota,9999,345,Camry
Audi,8999,200,A6 Allroad
Renault,10800,206,Trafic
Mercedes-Benz,11500,200,Vito
Mitsubishi,2300,420,Galant
Audi,2000,310,A6
Volkswagen,28900,1,Tiguan
Mercedes-Benz,7700,285,E-Class
Renault,20996.24,0,Captur
Toyota,8600,126,Corolla
Toyota,11000,156,Avensis
Volkswagen,11200,260,Passat B6
BMW,5000,270,530
BMW,14900,221,520
Mercedes-Benz,9500,280,Sprinter 312
Volkswagen,7700,220,Passat B5
Toyota,21900,88,Camry
BMW,77500,1,X6
Mercedes-Benz,8000,245,Vito
Mercedes-Benz,2199,396,Vito
Mercedes-Benz,41900,95,S 63 AMG
Mercedes-Benz,20300,198,E-Class
Toyota,14300,71,Camry
Mercedes-Benz,83000,70,GL 350
BMW,6500,311,520
Mercedes-Benz,8500,281,Vito
Renault,5400,181,Megane
Toyota,16800,238,Land Cruiser Prado
Toyota,22900,34,Rav 4
Mercedes-Benz,21300,143,ML 320
BMW,16999,90,325
Volkswagen,15700,110,Passat B7
Mercedes-Benz,5300,244,Vito
Mercedes-Benz,16500,280,S 350
BMW,8999,250,316
Toyota,14850,51,Auris
BMW,24100,112,X1
BMW,66500,1,X5
BMW,24500,195,X5
Toyota,23499,174,Land Cruiser Prado
Volkswagen,14500,229,Passat B6
Renault,13300.95,0,Logan
BMW,8500,245,523
Mercedes-Benz,21500,146,E-Class
Volkswagen,10000,174,Passat B6
Mercedes-Benz,4500,356,230
Volkswagen,21900,166,T6 (Transporter)
Mercedes-Benz,102800,0,V 250
Renault,7750,70,Kangoo
Volkswagen,9750,253,Caddy
Renault,3100,150,Laguna
BMW,1900,200,318
BMW,14300,217,530
Renault,4300,1,Kangoo
Audi,17000,127,Q7
Toyota,17999,35,Rav 4
Mercedes-Benz,99000,0,GLS 350
Audi,3100,114,A3
Mitsubishi,6999,113,Lancer X
Toyota,13900,102,Camry
Mercedes-Benz,68500,68,GL 350
Mercedes-Benz,11800,148,Vito
Mercedes-Benz,115555,39,G 350
Audi,21000,210,A8
Mercedes-Benz,3150,220,A 170
Audi,1950,300,A4
Mitsubishi,12500,120,Pajero Sport
Volkswagen,3100,232,Passat B5
Toyota,19800,252,Land Cruiser 100
Audi,4200,236,A6
Audi,2100,230,A4
BMW,32500,162,530
Audi,15500,180,A6
Mercedes-Benz,11500,224,E-Class
Audi,3000,265,80
BMW,4550,200,528
BMW,18777,134,545
Audi,19700,172,Q7
Renault,10950,180,Megane
Volkswagen,9600,128,Caddy
Renault,6700,96,Sandero
BMW,23500,74,X1
Volkswagen,9000,59,Passat B6
Volkswagen,38764,0,Passat CC
Volkswagen,5500,380,T4 (Transporter) 
Mercedes-Benz,11800,150,E-Class
Toyota,52500,43,Land Cruiser Prado
Audi,31500,80,A6
Volkswagen,22800,161,Amarok
BMW,21000,130,325
Mercedes-Benz,9200,172,E-Class
Mercedes-Benz,9900,320,E-Class
Volkswagen,1500,265,Jetta
BMW,2850,386,750
Volkswagen,19999,48,Eos
Volkswagen,11250,159,Golf VI
Mitsubishi,46000,0,Pajero Sport
Volkswagen,18300,1,T5 (Transporter) 
BMW,42900,2,520
BMW,18400,256,X5
BMW,12900,121,318
Toyota,37600,126,Land Cruiser 200
BMW,46000,5,520
BMW,6500,377,520
Volkswagen,55555,53,Multivan
Mitsubishi,6900,190,Lancer
Mercedes-Benz,104000,16,ML 63 AMG
Mitsubishi,5200,200,Space Star
Mitsubishi,8400,147,Lancer
Volkswagen,1450,200,Golf III
Volkswagen,13700,103,T5 (Transporter) 
Toyota,18950,45,Avensis
Mercedes-Benz,13000,247,Sprinter 313
Mitsubishi,19800,67,Outlander
Mercedes-Benz,22500,213,E-Class
BMW,19500,190,760
Mercedes-Benz,6100,300,E-Class
Volkswagen,19000,109,Passat B7
Mercedes-Benz,3799,350,Vito
BMW,8900,250,525
Volkswagen,8000,350,T5 (Transporter)
BMW,4500,300,330
Volkswagen,2600,10,LT
BMW,4300,240,525
Mercedes-Benz,82555,69,GL 350
Renault,10000,214,Master
Audi,56000,44,Q7
BMW,21700,259,730
BMW,89999,17,X6 M
Mitsubishi,9200,92,Lancer X
Audi,21700,167,A6
Mercedes-Benz,27300,149,ML 550
Volkswagen,15200,132,T5 (Transporter)
Volkswagen,9800,86,Caddy
Mercedes-Benz,14500,178,E-Class
Renault,7800,120,Megane
Mercedes-Benz,15250,210,E-Class
Audi,13500,196,A6
Audi,23333,150,Q7
Mercedes-Benz,18800,90,CLC 180
Mitsubishi,6700,193,Lancer
Toyota,8200,212,Rav 4
Volkswagen,1650,210,Passat B4
Audi,49500,44,Q7
Volkswagen,22900,48,Jetta
Volkswagen,10300,110,Caddy
Toyota,12500,175,Camry
Mitsubishi,6800,170,Lancer
BMW,33500,1,318
Toyota,20711.25,0,Auris
Volkswagen,1499,220,Passat B4
Volkswagen,18900,56,Golf GTI
BMW,67500,1,X5
BMW,52000,7,X1
Volkswagen,17777,250,T5 (Transporter)
Toyota,33333,73,FJ Cruiser
Audi,88888,0,Q7
Renault,7450,208,Trafic
Mercedes-Benz,31990,95,GL 450
BMW,14200,263,530
Renault,6300,202,Scenic
Renault,4350,188,Kangoo
Renault,11100,155,Megane
Volkswagen,6300,132,Passat B4
Renault,3300,256,Kangoo
Mercedes-Benz,7450,300,C-Class
Mitsubishi,1850,145,Carisma
Mercedes-Benz,14000,360,Sprinter 313
Renault,12850,226,Master
Toyota,18300,30,Auris
Volkswagen,14700,97,Passat B7
Volkswagen,3000,250,Passat B5
Mercedes-Benz,12999,247,S 400
Mercedes-Benz,11850,177,Vito
Volkswagen,19500,128,Passat B7
Mercedes-Benz,20200,69,E-Class
Volkswagen,12000,186,Passat B6
Mercedes-Benz,17800,162,B 180
Toyota,16800,154,Land Cruiser Prado
Mercedes-Benz,10600,250,Sprinter 313
Mercedes-Benz,114999,0,GLS 350
Renault,4700,124,Kangoo
Mercedes-Benz,20000,251,ML 500
Mercedes-Benz,104999,1,GLE-Class
Mercedes-Benz,9000,198,S 400
BMW,36300,83,X6
Toyota,19400,88,Rav 4
Mercedes-Benz,7700,230,C-Class
Mitsubishi,17500,69,L 200
BMW,31000,100,520
Toyota,33715.5,1,Land Cruiser Prado
BMW,13500,233,530
Renault,4900,150,Trafic
Mercedes-Benz,7700,340,Vito
Renault,10900,175,Megane
BMW,2200,303,525
BMW,7200,270,530
Toyota,9150,87,Auris
BMW,5900,10,328
Mitsubishi,4800,206,Carisma
Volkswagen,1500,200,Passat B4
Volkswagen,9500,62,Polo
Mercedes-Benz,3500,395,Vito
Volkswagen,3650,300,Vento
Mercedes-Benz,63000,160,GL 350
Volkswagen,6600,240,Caddy
Toyota,10200,185,Avensis
Volkswagen,19995,68,Scirocco
Mitsubishi,9800,56,Lancer X
Mercedes-Benz,11200,198,S 600
Volkswagen,18000,117,Touareg
Mitsubishi,28500,0,Outlander
Mitsubishi,9800,81,Lancer X
Audi,3900,247,A6
Mitsubishi,22711.65,1,Outlander
BMW,6500,298,523
Volkswagen,4999,300,Golf IV
Renault,9100,176,Scenic
Mercedes-Benz,11000,319,220
Volkswagen,7200,159,Golf V
Mercedes-Benz,10900,191,Vito
Volkswagen,35000,74,Phaeton
Mitsubishi,11500,134,Galant
Mercedes-Benz,9999,154,Vito
Renault,4400,220,Kangoo
Mitsubishi,4000,367,Carisma
Audi,29999,90,A5
Volkswagen,14800,65,Caddy
Mitsubishi,5500,30,Pajero Sport
BMW,39333,6,520
Mitsubishi,17000,215,Pajero Wagon
Toyota,20900,18,Camry
BMW,15000,137,520
Volkswagen,1850,200,Golf IV
Renault,6900,47,Sandero
Volkswagen,11990,245,Passat B6
Mercedes-Benz,41000,55,Viano
BMW,42000,5,520
Renault,7700,128,Kangoo
Volkswagen,7750,265,T4 (Transporter)
Toyota,10100,83,Corolla
Renault,7500,128,Kangoo
BMW,2700,220,525
Mercedes-Benz,74900,32,CL 63 AMG
Renault,800,200,Scenic
Mitsubishi,17900,89,Pajero Wagon
Audi,29000,213,A6 Allroad
BMW,17100,188,X5
Mercedes-Benz,1600,338,E-Class
Mercedes-Benz,11777,300,S 430
BMW,6699,299,523
BMW,3900,240,530
Volkswagen,6500,212,Bora
BMW,51500,77,535
Renault,6500,186,Megane
BMW,10800,191,320
Audi,2450,240,A4
Toyota,28800,29,Rav 4
Volkswagen,6900,258,Touareg
Volkswagen,12700,75,Caddy
Toyota,7900,56,Aygo
BMW,18000,180,520
BMW,8899,170,520
Mercedes-Benz,57000,0,C-Class
Audi,10900,199,A8
Toyota,42500,50,Land Cruiser Prado
BMW,51900,106,X6
Renault,3300,345,Kangoo
Mercedes-Benz,16555,159,CLS 350
Mercedes-Benz,7000,197,Vito
Mercedes-Benz,9300,342,E-Class
Audi,11500,85,A4
Toyota,16672.5,1,Auris
Volkswagen,37990,140,Touareg
Mercedes-Benz,2400,1,C-Class
Renault,7150,142,Kangoo
Toyota,5000,289,Rav 4
Mercedes-Benz,7700,390,E-Class
Mercedes-Benz,28500,190,ML 320
Toyota,61000,100,Land Cruiser 200
Toyota,14700,98,Rav 4
Volkswagen,21900,107,Phaeton
Audi,53700,67,A6 Allroad
Volkswagen,19200,155,Touareg
Audi,18700,136,A6
Audi,9600,230,A6
Volkswagen,10500,312,Multivan
BMW,77777,8,750
Volkswagen,18200,179,Touareg
Audi,52000,124,A8
BMW,13700,122,318
BMW,15000,245,530
Mitsubishi,6400,127,Lancer
Toyota,54000,147,Land Cruiser 200
Toyota,23700,100,Camry
Volkswagen,13950,104,Golf Plus
Toyota,23200,160,Land Cruiser Prado
Audi,89999,0,Q7
BMW,21700,125,X5
Toyota,16500,328,Land Cruiser 80
BMW,15000,85,X5
Mercedes-Benz,61500,16,ML 350
BMW,1700,200,320
BMW,8500,352,520
Toyota,9999,250,Camry
Audi,3300,300,A6
Volkswagen,19900,112,Passat CC
Renault,11300,160,Laguna
Toyota,14900,149,Camry
Toyota,39000,88,Land Cruiser 200
Mercedes-Benz,69900,76,S 500
BMW,72900,16,X6
Renault,10500,185,Megane
Renault,13900,89,Megane
Renault,6800,131,Kangoo
Mercedes-Benz,8500,270,Vito
Volkswagen,7600,158,Caddy
Toyota,30950,45,Tundra
Audi,3990,413,100
Audi,68500,44,A8
Audi,33500,42,A5
BMW,11500,193,740
Toyota,24999,153,Land Cruiser Prado
Audi,1850,250,A4
Mercedes-Benz,29500,55,ML 250
Mercedes-Benz,57000,43,CLS 500
Audi,30900,195,A5
Toyota,7000,150,Rav 4
Volkswagen,8950,170,Caddy
Mitsubishi,2500,1,L 200
Renault,8350,141,Megane
BMW,11400,206,530
Volkswagen,2600,280,Passat B5
Mercedes-Benz,7450,219,C-Class
Audi,9499,255,A6
Toyota,14900,106,Camry
Volkswagen,8200,265,Caravelle
Mercedes-Benz,12500,208,S 320
Toyota,14500,127,Camry
BMW,41000,80,X6
Volkswagen,12000,73,Polo
Mercedes-Benz,5600,230,E-Class
Mercedes-Benz,5200,220,CLK 320
Mitsubishi,9200,48,Lancer X
Toyota,25999,108,Land Cruiser Prado
BMW,6300,241,328
Mercedes-Benz,116500,25,S 350
BMW,15500,216,320
Toyota,17500,168,Land Cruiser Prado
Volkswagen,9999,182,Jetta
BMW,34600,163,X5 M
Mercedes-Benz,20500,222,S 500
Renault,10900,138,Trafic
Volkswagen,7800,230,Golf V
Audi,3900,232,A6
Toyota,15500,120,Rav 4
Audi,48000,126,Q7
Mercedes-Benz,12800,193,Vito
Toyota,14900,288,Land Cruiser 100
Mercedes-Benz,1990,230,A 170
Mitsubishi,9800,148,Lancer X
Mercedes-Benz,8700,290,E-Class
Renault,3450,196,Kangoo
Mercedes-Benz,22000,236,Sprinter 313
Mercedes-Benz,6500,315,E-Class
Mitsubishi,12999,111,Outlander XL
Volkswagen,21500,2,Jetta
BMW,2750,254,528
Mitsubishi,23000,125,Pajero Wagon
BMW,8200,368,730
BMW,32900,90,X6
Toyota,22000,73,Camry
Mitsubishi,2800,290,Galant
Mercedes-Benz,12999,130,Vito
Toyota,32000,22,Camry
Toyota,99999,0,Land Cruiser 200
Renault,6950,310,Master
Renault,10500,148,Megane
BMW,6899,320,528
Toyota,65000,60,Land Cruiser 200
Mercedes-Benz,13900,272,Sprinter 313
Renault,5800,217,Scenic
BMW,28700,160,528
BMW,16700,260,X5
Volkswagen,18500,217,Phaeton
Renault,3999,227,Kangoo
Renault,8800,200,Trafic
Mercedes-Benz,14500,205,Sprinter 313
BMW,8900,240,320
Renault,8550,160,Kangoo
Mercedes-Benz,10900,160,S 140
BMW,48535.5,0,X3
BMW,25000,130,X5
Mitsubishi,7000,99,Lancer
BMW,5500,402,520
Mercedes-Benz,2800,220,CLK 230
Mercedes-Benz,86000,3,GLS 350
Volkswagen,9555,152,Caddy
Renault,7200,1,Kangoo
Mercedes-Benz,7700,300,Vito
BMW,75000,20,X5
Volkswagen,8650,150,Golf V
Toyota,10700,109,Avensis
Volkswagen,6300,1,T4 (Transporter)
Toyota,13900,102,Camry
Audi,3150,310,A6
Volkswagen,7500,360,T4 (Transporter)
Volkswagen,6550,150,Bora
BMW,7100,313,520
Volkswagen,3700,370,Passat B3
Toyota,20999,77,Camry
Renault,6750,1,Scenic
Toyota,103999,0,Land Cruiser 200
Mercedes-Benz,5200,432,E-Class
BMW,51000,97,730
Toyota,27400,52,Venza
Toyota,12500,201,Rav 4
Mercedes-Benz,24800,118,E-Class
Volkswagen,10600,118,Passat B6
Mitsubishi,8900,150,Eclipse
Renault,7200,101,Kangoo
BMW,10000,274,540
Toyota,11700,126,Rav 4
BMW,64999,15,640
Toyota,28900,83,Highlander
BMW,60500,1,X5
Renault,5500,153,Megane
BMW,85900,19,X6
BMW,49000,56,M5
Audi,22999,125,Q7
Mercedes-Benz,22900,197,E-Class
BMW,85555,10,6 Series Gran Coupe
Mercedes-Benz,30000,97,ML 250
BMW,2600,250,316
Volkswagen,12500,230,Touareg
BMW,6800,4,528
Audi,4000,315,100
Audi,36500,159,Q7
Volkswagen,10000,231,T5 (Transporter)
Volkswagen,4700,160,Golf VI
BMW,27900,140,X5
Renault,7440,148,Kangoo
Mercedes-Benz,17999,260,Sprinter 316
Volkswagen,7750,235,T5 (Transporter)
Mercedes-Benz,7200,285,Vito
Volkswagen,3700,121,Golf III
Volkswagen,12000,187,Passat B6
Audi,48000,75,Q7
BMW,49000,58,750
Mercedes-Benz,69500,84,GL 350
BMW,19999,227,X5
Volkswagen,30900,30,Passat B7
Mercedes-Benz,44000,39,SL 55 AMG
Mercedes-Benz,10200,174,E-Class
Mercedes-Benz,22000,160,ML 400
Mercedes-Benz,46700,115,S 500
Mercedes-Benz,9999,322,E-Class
Volkswagen,4400,145,T4 (Transporter)
Mercedes-Benz,45000,1,C-Class
Toyota,63333,33,Land Cruiser 200
Volkswagen,12999,237,T5 (Transporter)
Mercedes-Benz,15000,115,Vito
BMW,58500,80,X5
Renault,6250,205,Scenic
Volkswagen,8900,160,Jetta
Mercedes-Benz,65000,0,C-Class
Volkswagen,15200,185,Golf VI
Mercedes-Benz,121500,22,S 350
Audi,30999,108,A6
BMW,22000,138,650
Mitsubishi,10500,95,Pajero Wagon
BMW,3900,380,530
Mitsubishi,9900,55,Lancer X
Mercedes-Benz,3799,210,E-Class
BMW,5000,305,520
Audi,5300,370,A6
